address;LP wei;LP ether;CLO;SOY
0xf1a8a3608868a8de7535105366212ac4f5641db5;17241437731197127;0.017241437731197125;0.012364570782030074;0.026531258266457337
0xcfeacab29a7a4782b851f5f11b4c1fdbd69ac49b;49718278653435424477;49.718278653435426;35.65509936904859;76.5068732714322
0xa1fe9b099abf7cb0fab817df4280ea68c4f0f853;307232848764878771189;307.2328487648788;220.32978712931978;472.77229344808586
0x892b97fdafcd6874ef2a6ab89a741e455aead83c;4215469268221566;0.004215469268221566;0.003023092909014558;0.006486796844507397
0xb48c175f1ef0ef1999d082a2acf7e65db83de833;273477534593905713;0.2734775345939057;0.1961224108162958;0.4208293538801737
0x2f8992b23ef1ea9ae3472294744e7bc30f169ad2;3968133923569968838;3.968133923569969;2.845718178233905;6.1061952955135395
0xce4941890bae3080f2fc2808ca1b96f06c2b8c60;25605214063457075390536;25605.214063457075;18362.59171726653;39401.50223413745
0xe3a53cc31c91fa3b6915aab12f1968d8504a4dda;100000;1e-13;7.171426753847382e-14;1.5388077653437774e-13
0x0b0e19ba78d9562c9952fda343d484fbdee4cbd6;956796474730754084;0.9567964747307541;0.686159583687099;1.4723258451692358
0x5d9affb515f197e3a9488fff61e328c3f463b0b9;2631598203757399771;2.6315982037573997;1.8872313763802526;4.049523751206623
0x6402b2ad336ef80b6c02b6d088889223070ccbed;3007675554320731550;3.0076755543207314;2.1569324937148444;4.628234498623392
0x57d1c478c201733a9d0d833349d436a72ae89a57;766219193498648042;0.7662191934986481;0.5494884823567568;1.179064044911166
0x8a67fc0c3fc41c21573a8af56f438815821878ef;465550557041058244;0.46555055704105824;0.3338661720032796;0.7163928123349017
0xef24e642e001af91088de0995033e338a34fa37a;14828055489090126387218;14828.055489090126;10633.831384199444;22817.52693156031
0x2d737e36dfcf75e1c4cdb3077244e5c9cbcb8cbb;554134341848825274750;554.1343418488253;397.39338443602765;852.7062282806357
0x276762f8a4c41015f07910c22f8da09639144ae3;19362681913508007395913;19362.681913508008;13885.805510076812;29795.445286387636
0xf0c5b2de77d8314f4397b72ad1bd07ded36cb4da;2793318;2.793318e-12;2.0032075437203458e-12;4.29837942947455e-12
0x96409cba8820e29abea15da97839a0824e2284dd;10072222421821702555622;10072.222421821703;7223.220534655362;15499.214076968947
0x33ccf534d89a23b1c024e4658589ab0633c9a000;7810475119490351535;7.810475119490351;5.601225023217243;12.01881976489612
0x91084b534ecf16391fb9eb76ab59943d60b24b8d;943368538089000000;0.943368538089;0.6765298372789347;1.4516628319923603
0x6264011f771aa030d46a42bbf5dd046dd03271f0;653640668100330968;0.653640668100331;0.46875361746173894;1.005827335817284
0x01274d87988ab6450329476bcca142fc9772ff9d;238242289323273064352;238.24228932327307;170.85371275507688;366.60908484393156
0x6279f1cae64f689c7c1e5564127f076cea6c23e0;5344132932407740700912;5344.132932407741;3832.5057887585726;8223.593255418444
0xd44d590788e82355f74569bb28a40a92fa34c326;77629737227783672124;77.62973722778368;55.67159744494699;119.45724246771046
0x5d9f72f8653b068c1b85de3c5785dc5e6e929940;71610354;7.1610354e-11;5.135484085280818e-11;1.1019456881421683e-10
0x1d793e2d028abd8d8dcec2fdd98b55a73a2bc502;3240673;3.240673e-12;2.324024905267085e-12;4.9867727773399156e-12
0xba9bce12f81ab8fd8ada9583695c50ae83d11391;9723159393459566419818;9723.159393459566;6972.8925406178405;14962.073178330873
0xb67c04aeca5f4016814d50aef2689da8b8f5f184;49627367;4.9627367e-11;3.558990274268026e-11;7.636697771316552e-11
0x08171405ae98589266dfbc14ec673bffcb9f3af3;140684516445150074413;140.68451644515008;100.89087050868311;216.4864263694313
0xed2fd1f7b7dfeb63613709bd05ee4aa934f32cca;472554243939897302695;472.5542439398973;338.88881476347007;727.1701401208717
0xbb2f772a08d17f05ef5a7afd4d1b8855fcd3573e;208665120608710836;0.20866512060871084;0.14964266285280994;0.32109550794908015
0x8175619fa30bd5714c6b5512281cffe0c2796e86;46342997077036892777;46.34299707703689;33.23454090917333;71.31296377144835
0x1598ee9d637bb2c00ab96f9bd1d10bc30bf9755a;55867776160362149206;55.86777616036215;40.0651664634378;85.96976778805325
0x022e6550d0370cf756638bfc129512ccd734c38e;5167640569547803691924;5167.640569547803;3705.9355834722232;7952.0054369257
0x119d38fe4a22241488ac5b7008d17d5c6bcff16e;2681421860545397168372;2681.421860545397;1922.962046906648;4126.192781169817
0x96348be848d4c60cc8d52d811313c09685aeefd9;987088000000000;0.000987088;0.0007078829291601703;0.0015189386794776584
0x577e197b1ded6c95c027c60b5908917f69cfb67c;70771477583538241611;70.77147758353824;50.75324677518963;108.90369927040173
0x4d26937dbfad1356fe624fc5e2cc3e167a3596da;521569443116890499959783;521569.4431168905;374039.70583577483;802595.1092343008
0xeba2ba36c7994156520cb464258b41dbadf16011;5127770;5.12777e-12;3.677342696557598e-12;7.890652294896861e-12
0x347cb5aabc4c70c3ffee93a974f554222f263fa0;79835398476628023590743;79835.39847662802;57253.371253935664;122851.33112514998
0xae8f7b6f93b2e5e3845b42852865f195c51919fa;123939664040;1.2393966404e-7;8.888242225593121e-8;1.9071931745885094e-7
0xd3732399af436be8701e5dfabbe30b8ec8800dfb;77387157481229456;0.07738715748122946;0.05549763315650894;0.11908395886999769
0x39fc253804700b17302b45186ac81eb98558b2c0;2660584148117069920928;2660.58414811707;1908.0184340669;4094.1275474731065
0xf27aa87c718f271ed3d7e03b1f28bf60bddd72b0;69062158781210050716;69.06215878121004;49.527421316202556;106.27338622393097
