address;LP wei;LP ether
0xf1a8a3608868a8de7535105366212ac4f5641db5;17241437731197127;0.017241437731197127
0xcfeacab29a7a4782b851f5f11b4c1fdbd69ac49b;49718278653435424477;49.718278653435424477
0xa1fe9b099abf7cb0fab817df4280ea68c4f0f853;307232848764878771189;307.232848764878771189
0x892b97fdafcd6874ef2a6ab89a741e455aead83c;4215469268221566;0.004215469268221566
0xb48c175f1ef0ef1999d082a2acf7e65db83de833;273477534593905713;0.273477534593905713
0x2f8992b23ef1ea9ae3472294744e7bc30f169ad2;3968133923569968838;3.968133923569968838
0xce4941890bae3080f2fc2808ca1b96f06c2b8c60;25605214063457075390536;25605.214063457075390536
0xe3a53cc31c91fa3b6915aab12f1968d8504a4dda;100000;0.0000000000001
0x0b0e19ba78d9562c9952fda343d484fbdee4cbd6;956796474730754084;0.956796474730754084
0x5d9affb515f197e3a9488fff61e328c3f463b0b9;2631598203757399771;2.631598203757399771
0x6402b2ad336ef80b6c02b6d088889223070ccbed;3007675554320731550;3.00767555432073155
0x57d1c478c201733a9d0d833349d436a72ae89a57;766219193498648042;0.766219193498648042
0x8a67fc0c3fc41c21573a8af56f438815821878ef;465550557041058244;0.465550557041058244
0xef24e642e001af91088de0995033e338a34fa37a;14828055489090126387218;14828.055489090126387218
0x2d737e36dfcf75e1c4cdb3077244e5c9cbcb8cbb;554134341848825274750;554.13434184882527475
0x276762f8a4c41015f07910c22f8da09639144ae3;19362681913508007395913;19362.681913508007395913
0xf0c5b2de77d8314f4397b72ad1bd07ded36cb4da;2793318;0.000000000002793318
0x96409cba8820e29abea15da97839a0824e2284dd;10072222421821702555622;10072.222421821702555622
0x33ccf534d89a23b1c024e4658589ab0633c9a000;7810475119490351535;7.810475119490351535
0x91084b534ecf16391fb9eb76ab59943d60b24b8d;943368538089000000;0.943368538089
0x6264011f771aa030d46a42bbf5dd046dd03271f0;653640668100330968;0.653640668100330968
0x01274d87988ab6450329476bcca142fc9772ff9d;238242289323273064352;238.242289323273064352
0x6279f1cae64f689c7c1e5564127f076cea6c23e0;5344132932407740700912;5344.132932407740700912
0xd44d590788e82355f74569bb28a40a92fa34c326;77629737227783672124;77.629737227783672124
0x5d9f72f8653b068c1b85de3c5785dc5e6e929940;71610354;0.000000000071610354
0x1d793e2d028abd8d8dcec2fdd98b55a73a2bc502;3240673;0.000000000003240673
0xba9bce12f81ab8fd8ada9583695c50ae83d11391;9723159393459566419818;9723.159393459566419818
0xb67c04aeca5f4016814d50aef2689da8b8f5f184;49627367;0.000000000049627367
0x08171405ae98589266dfbc14ec673bffcb9f3af3;140684516445150074413;140.684516445150074413
0xed2fd1f7b7dfeb63613709bd05ee4aa934f32cca;472554243939897302695;472.554243939897302695
0xbb2f772a08d17f05ef5a7afd4d1b8855fcd3573e;208665120608710836;0.208665120608710836
0x8175619fa30bd5714c6b5512281cffe0c2796e86;46342997077036892777;46.342997077036892777
0x1598ee9d637bb2c00ab96f9bd1d10bc30bf9755a;55867776160362149206;55.867776160362149206
0x022e6550d0370cf756638bfc129512ccd734c38e;5167640569547803691924;5167.640569547803691924
0x119d38fe4a22241488ac5b7008d17d5c6bcff16e;2681421860545397168372;2681.421860545397168372
0x96348be848d4c60cc8d52d811313c09685aeefd9;987088000000000;0.000987088
0x577e197b1ded6c95c027c60b5908917f69cfb67c;70771477583538241611;70.771477583538241611
0x4d26937dbfad1356fe624fc5e2cc3e167a3596da;521569443116890499959783;521569.443116890499959783
0xeba2ba36c7994156520cb464258b41dbadf16011;5127770;0.00000000000512777
0x347cb5aabc4c70c3ffee93a974f554222f263fa0;79835398476628023590743;79835.398476628023590743
0xae8f7b6f93b2e5e3845b42852865f195c51919fa;123939664040;0.00000012393966404
0xd3732399af436be8701e5dfabbe30b8ec8800dfb;77387157481229456;0.077387157481229456
0x39fc253804700b17302b45186ac81eb98558b2c0;2660584148117069920928;2660.584148117069920928
0xf27aa87c718f271ed3d7e03b1f28bf60bddd72b0;69062158781210050716;69.062158781210050716
0xd7acd1f69cd6abc3ea9e30dbd924a68265d20c94;1943793400994034827934;1943.793400994034827934
0x316ef11df31ae9181f942a8c5216bc49ad4eada6;8969293336867453;0.008969293336867453
0x1cb90eddb4a8b7602909cdc5083bf5c13e402b6c;1863302328430989761;1.863302328430989761
0x2db4c52d063521996cd825e4ec93441d62066bc2;2447335480000000;0.00244733548
0xcb81a81a272d754c2b7bf116c9ea080b6da1f252;1905025868142283904;1.905025868142283904
0xc7bb0d1179098707e05e815db669f96ac960e247;57979759468718053670;57.97975946871805367
0x331d01bb17ec2a12a117b138067b4ae328cfc94a;169234379236703;0.000169234379236703
0x09d25d12bb85176f3d94ac68a98d6ac5bb81dbf1;601914865249514058052;601.914865249514058052
0x540a623c7ed0c09e1b3916a83d93f2f59d44ea89;15189485700849424526530;15189.48570084942452653
0xb3902cd8318c4648e18dfe6afce125a331f1a787;49531370037405596;0.049531370037405596
0x9e602c1920443f01cb100a57a7f894df8eb42f66;39205772083779066177;39.205772083779066177
0x8ca89791857c68a7373244c515de79dbb6d326d3;43535291341870397907;43.535291341870397907
